course_ref,subject_ref,requirement_type,minimum_grade
UOE-3297,CRE,COMPULSORY,C+
RU-3303,ENG,COMPULSORY,C+
RU-3303,KIS,ALTERNATIVE,C+
RU-3303,HIS,ALTERNATIVE,C+
RU-3303,GEO,OPTIONAL,C
KSU-3309,ENG,COMPULSORY,C+
KSU-3309,KIS,ALTERNATIVE,C+
KSU-3309,HIS,ALTERNATIVE,C+
KSU-3309,GEO,OPTIONAL,C
MSU-3316,ENG,COMPULSORY,C+
MSU-3316,KIS,ALTERNATIVE,C+
MSU-3316,MATH101,COMPULSORY,C+
MSU-3316,COMP067,ALTERNATIVE,C+
MSU-3316,PHY,OPTIONAL,C
RU-3323,ENG,COMPULSORY,C+
RU-3323,KIS,ALTERNATIVE,C+
RU-3323,MATH101,COMPULSORY,C
RU-3323,GEO,OPTIONAL,C
KSU-3329,ENG,COMPULSORY,C+
KSU-3329,KIS,ALTERNATIVE,C+
KSU-3329,MATH101,COMPULSORY,C
KSU-3329,GEO,OPTIONAL,C
UON-3336,ENG,COMPULSORY,C+
UON-3336,KIS,ALTERNATIVE,C+
UON-3336,MATH101,COMPULSORY,C
UON-3336,GEO,OPTIONAL,C
SEKU-3337,ENG,COMPULSORY,C+
SEKU-3337,KIS,ALTERNATIVE,C+
SEKU-3337,MATH101,COMPULSORY,C
SEKU-3337,GEO,OPTIONAL,C
UOE-3343,ENG,COMPULSORY,C+
UOE-3343,KIS,ALTERNATIVE,C+
UOE-3343,MATH101,COMPULSORY,C
UOE-3343,GEO,OPTIONAL,C
ANU-3350,ENG,COMPULSORY,C+
ANU-3350,KIS,ALTERNATIVE,C+
ANU-3350,HIS,ALTERNATIVE,C+
ANU-3350,GEO,OPTIONAL,C
KCA-3356,ENG,COMPULSORY,C+
KCA-3356,KIS,ALTERNATIVE,C+
KCA-3356,HIS,ALTERNATIVE,C+
KCA-3356,GEO,OPTIONAL,C
TUM-3362,ENG,COMPULSORY,C+
TUM-3362,KIS,ALTERNATIVE,C+
TUM-3362,HIS,ALTERNATIVE,C+
TUM-3362,GEO,OPTIONAL,C
KMU-3366,ENG,COMPULSORY,C+
KMU-3366,KIS,ALTERNATIVE,C+
KMU-3366,HIS,ALTERNATIVE,C+
KMU-3366,GEO,OPTIONAL,C
MU-3377,ENG,COMPULSORY,C+
MU-3377,KIS,ALTERNATIVE,C+
MU-3377,HIS,ALTERNATIVE,C+
MU-3377,GEO,OPTIONAL,C
TUK-3379,ENG,COMPULSORY,C+
TUK-3379,KIS,ALTERNATIVE,C+
TUK-3379,HIS,ALTERNATIVE,C+
TUK-3379,GEO,OPTIONAL,C
MU-3380,ENG,COMPULSORY,C+
MU-3380,KIS,ALTERNATIVE,C+
MU-3380,HIS,ALTERNATIVE,C+
MU-3380,GEO,OPTIONAL,C
DU-3381,ENG,COMPULSORY,C+
DU-3381,KIS,ALTERNATIVE,C+
DU-3381,HIS,ALTERNATIVE,C+
DU-3381,GEO,OPTIONAL,C
EU-3389,ENG,COMPULSORY,C+
EU-3389,KIS,ALTERNATIVE,C+
EU-3389,MATH101,COMPULSORY,C+
EU-3389,BST,ALTERNATIVE,C+
CHUKA-3395,ENG,COMPULSORY,C+
CHUKA-3395,KIS,ALTERNATIVE,C+
CHUKA-3395,MATH101,COMPULSORY,C+
CHUKA-3395,BST,ALTERNATIVE,C+
EU-3401,ENG,COMPULSORY,C+
EU-3401,KIS,ALTERNATIVE,C+
EU-3401,MATH101,COMPULSORY,C
EU-3401,GEO,OPTIONAL,C
EU-3407,ENG,COMPULSORY,C+
EU-3407,KIS,ALTERNATIVE,C+
EU-3407,BIO,COMPULSORY,C+
EU-3407,AGR,ALTERNATIVE,C+
EU-3407,CHE,OPTIONAL,C
KSU-3414,ENG,COMPULSORY,C+
KSU-3414,KIS,ALTERNATIVE,C+
KSU-3414,MATH101,COMPULSORY,C
KSU-3414,GEO,OPTIONAL,C
EU-3419,ENG,COMPULSORY,C+
EU-3419,KIS,ALTERNATIVE,C+
EU-3419,MATH101,COMPULSORY,C
EU-3419,GEO,OPTIONAL,C
CHUKA-3420,ENG,COMPULSORY,C+
CHUKA-3420,KIS,ALTERNATIVE,C+
CHUKA-3420,MATH101,COMPULSORY,C
CHUKA-3420,GEO,OPTIONAL,C
KSU-3426,ENG,COMPULSORY,C+
KSU-3426,KIS,ALTERNATIVE,C+
KSU-3426,MATH101,COMPULSORY,C
KSU-3426,GEO,OPTIONAL,C
UOE-3432,ENG,COMPULSORY,C+
UOE-3432,KIS,ALTERNATIVE,C+
UOE-3432,MATH101,COMPULSORY,C
UOE-3432,GEO,OPTIONAL,C
TTU-3437,ENG,COMPULSORY,C+
TTU-3437,KIS,ALTERNATIVE,C+
TTU-3437,MATH101,COMPULSORY,C+
TTU-3437,PHY,COMPULSORY,C+
TTU-3437,COMP067,OPTIONAL,C
JKUAT-3448,ENG,COMPULSORY,C+
JKUAT-3448,KIS,ALTERNATIVE,C+
JKUAT-3448,MATH101,COMPULSORY,C+
JKUAT-3448,PHY,COMPULSORY,C+
JKUAT-3448,COMP067,OPTIONAL,C
MMUOS-3450,ENG,COMPULSORY,C+
MMUOS-3450,KIS,ALTERNATIVE,C+
MMUOS-3450,MATH101,COMPULSORY,C+
MMUOS-3450,COMP067,ALTERNATIVE,C+
MMUOS-3450,PHY,OPTIONAL,C
RU-3456,ENG,COMPULSORY,C+
RU-3456,KIS,ALTERNATIVE,C+
RU-3456,MATH101,COMPULSORY,C
RU-3456,GEO,OPTIONAL,C
CHUKA-3462,ENG,COMPULSORY,C+
CHUKA-3462,KIS,ALTERNATIVE,C+
CHUKA-3462,MATH101,COMPULSORY,C
CHUKA-3462,GEO,OPTIONAL,C
TMU-3468,ENG,COMPULSORY,C+
TMU-3468,KIS,ALTERNATIVE,C+
TMU-3468,MATH101,COMPULSORY,C+
TMU-3468,COMP067,ALTERNATIVE,C+
TMU-3468,PHY,OPTIONAL,C
MSU-3472,ENG,COMPULSORY,C+
MSU-3472,KIS,ALTERNATIVE,C+
MSU-3472,MATH101,COMPULSORY,C+
MSU-3472,COMP067,ALTERNATIVE,C+
MSU-3472,PHY,OPTIONAL,C
MMUOS-3474,ENG,COMPULSORY,C+
MMUOS-3474,KIS,ALTERNATIVE,C+
MMUOS-3474,MATH101,COMPULSORY,C
MMUOS-3474,GEO,OPTIONAL,C
MMUOS-3477,ENG,COMPULSORY,C+
MMUOS-3477,KIS,ALTERNATIVE,C+
MMUOS-3477,MATH101,COMPULSORY,C+
MMUOS-3477,COMP067,ALTERNATIVE,C+
MMUOS-3477,PHY,OPTIONAL,C
KSU-3483,ENG,COMPULSORY,C+
KSU-3483,KIS,ALTERNATIVE,C+
KSU-3483,HIS,ALTERNATIVE,C+
KSU-3483,GEO,OPTIONAL,C
MSU-3490,ENG,COMPULSORY,C+
MSU-3490,KIS,ALTERNATIVE,C+
MSU-3490,MATH101,COMPULSORY,C+
MSU-3490,COMP067,ALTERNATIVE,C+
MSU-3490,PHY,OPTIONAL,C
CHUKA-3497,ENG,COMPULSORY,C+
CHUKA-3497,KIS,ALTERNATIVE,C+
CHUKA-3497,MATH101,COMPULSORY,C+
CHUKA-3497,COMP067,ALTERNATIVE,C+
CHUKA-3497,PHY,OPTIONAL,C
KSU-3504,ENG,COMPULSORY,C+
KSU-3504,KIS,ALTERNATIVE,C+
KSU-3504,MATH101,COMPULSORY,C+
KSU-3504,COMP067,ALTERNATIVE,C+
KSU-3504,PHY,OPTIONAL,C
EU-3510,ENG,COMPULSORY,C+
EU-3510,KIS,ALTERNATIVE,C+
EU-3510,MATH101,COMPULSORY,C+
EU-3510,COMP067,ALTERNATIVE,C+
EU-3510,PHY,OPTIONAL,C
KCA-3511,ENG,COMPULSORY,C+
KCA-3511,KIS,ALTERNATIVE,C+
KCA-3511,MATH101,COMPULSORY,C
KCA-3511,GEO,OPTIONAL,C
CHUKA-3517,ENG,COMPULSORY,C+
CHUKA-3517,KIS,ALTERNATIVE,C+
CHUKA-3517,HIS,ALTERNATIVE,C+
CHUKA-3517,GEO,OPTIONAL,C
TU-3523,ENG,COMPULSORY,C+
TU-3523,KIS,ALTERNATIVE,C+
TU-3523,MATH101,COMPULSORY,C+
TU-3523,COMP067,ALTERNATIVE,C+
TU-3523,PHY,OPTIONAL,C
MMUOS-3525,ENG,COMPULSORY,C+
MMUOS-3525,KIS,ALTERNATIVE,C+
MMUOS-3525,MATH101,COMPULSORY,C+
MMUOS-3525,COMP067,ALTERNATIVE,C+
MMUOS-3525,PHY,OPTIONAL,C
CHUKA-3531,ENG,COMPULSORY,C+
CHUKA-3531,KIS,ALTERNATIVE,C+
CHUKA-3531,MATH101,COMPULSORY,C+
CHUKA-3531,COMP067,ALTERNATIVE,C+
CHUKA-3531,PHY,OPTIONAL,C
JKUAT-3537,ENG,COMPULSORY,C+
JKUAT-3537,KIS,ALTERNATIVE,C+
JKUAT-3537,MATH101,COMPULSORY,C+
JKUAT-3537,COMP067,ALTERNATIVE,C+
JKUAT-3537,PHY,OPTIONAL,C
MMUOS-3538,ENG,COMPULSORY,C+
MMUOS-3538,KIS,ALTERNATIVE,C+
MMUOS-3538,MATH101,COMPULSORY,C+
MMUOS-3538,BST,ALTERNATIVE,C+
KU-3544,ENG,COMPULSORY,C+
KU-3544,KIS,ALTERNATIVE,C+
KU-3544,MATH101,COMPULSORY,C+
KU-3544,COMP067,ALTERNATIVE,C+
KU-3544,PHY,OPTIONAL,C
KCA-3545,ENG,COMPULSORY,C+
KCA-3545,KIS,ALTERNATIVE,C+
KCA-3545,MATH101,COMPULSORY,C+
KCA-3545,COMP067,ALTERNATIVE,C+
KCA-3545,PHY,OPTIONAL,C
CUK-3547,ENG,COMPULSORY,C+
CUK-3547,KIS,ALTERNATIVE,C+
CUK-3547,MATH101,COMPULSORY,C+
CUK-3547,COMP067,ALTERNATIVE,C+
CUK-3547,PHY,OPTIONAL,C
UON-3549,ENG,COMPULSORY,C+
UON-3549,KIS,ALTERNATIVE,C+
UON-3549,MATH101,COMPULSORY,C+
UON-3549,COMP067,ALTERNATIVE,C+
UON-3549,PHY,OPTIONAL,C
MUST-3550,ENG,COMPULSORY,C+
MUST-3550,KIS,ALTERNATIVE,C+
MUST-3550,MATH101,COMPULSORY,C+
MUST-3550,COMP067,ALTERNATIVE,C+
MUST-3550,PHY,OPTIONAL,C
JKUAT-3555,ENG,COMPULSORY,C+
JKUAT-3555,KIS,ALTERNATIVE,C+
JKUAT-3555,MATH101,COMPULSORY,C+
JKUAT-3555,COMP067,ALTERNATIVE,C+
JKUAT-3555,PHY,OPTIONAL,C
JOOUS-3560,ENG,COMPULSORY,C+
JOOUS-3560,KIS,ALTERNATIVE,C+
JOOUS-3560,BIO,COMPULSORY,C+
JOOUS-3560,AGR,ALTERNATIVE,C+
JOOUS-3560,CHE,OPTIONAL,C
TTU-3567,ENG,COMPULSORY,C+
TTU-3567,KIS,ALTERNATIVE,C+
TTU-3567,BIO,COMPULSORY,C+
TTU-3567,AGR,ALTERNATIVE,C+
TTU-3567,CHE,OPTIONAL,C
MU-3574,ENG,COMPULSORY,C+
MU-3574,KIS,ALTERNATIVE,C+
MU-3574,BIO,COMPULSORY,C+
MU-3574,AGR,ALTERNATIVE,C+
MU-3574,CHE,OPTIONAL,C
MUST-3580,ENG,COMPULSORY,C+
MUST-3580,KIS,ALTERNATIVE,C+
MUST-3580,BIO,COMPULSORY,C+
MUST-3580,AGR,ALTERNATIVE,C+
MUST-3580,CHE,OPTIONAL,C
KU-3582,ENG,COMPULSORY,C+
KU-3582,KIS,ALTERNATIVE,C+
KU-3582,BIO,COMPULSORY,C+
KU-3582,AGR,ALTERNATIVE,C+
KU-3582,CHE,OPTIONAL,C
KU-3589,ENG,COMPULSORY,C+
KU-3589,KIS,ALTERNATIVE,C+
KU-3589,BIO,COMPULSORY,C+
KU-3589,AGR,ALTERNATIVE,C+
KU-3589,CHE,OPTIONAL,C
EU-3592,ENG,COMPULSORY,C+
EU-3592,KIS,ALTERNATIVE,C+
EU-3592,BIO,COMPULSORY,C+
EU-3592,AGR,ALTERNATIVE,C+
EU-3592,CHE,OPTIONAL,C
CHUKA-3599,ENG,COMPULSORY,C+
CHUKA-3599,KIS,ALTERNATIVE,C+
CHUKA-3599,BIO,COMPULSORY,C+
CHUKA-3599,AGR,ALTERNATIVE,C+
CHUKA-3599,CHE,OPTIONAL,C
UOE-3606,ENG,COMPULSORY,C+
UOE-3606,KIS,ALTERNATIVE,C+
UOE-3606,BIO,COMPULSORY,C+
UOE-3606,AGR,ALTERNATIVE,C+
UOE-3606,CHE,OPTIONAL,C
RU-3613,ENG,COMPULSORY,C+
RU-3613,KIS,ALTERNATIVE,C+
RU-3613,BIO,COMPULSORY,C+
RU-3613,AGR,ALTERNATIVE,C+
RU-3613,CHE,OPTIONAL,C
MMUOS-3620,ENG,COMPULSORY,C+
MMUOS-3620,KIS,ALTERNATIVE,C+
MMUOS-3620,BIO,COMPULSORY,C+
MMUOS-3620,AGR,ALTERNATIVE,C+
MMUOS-3620,CHE,OPTIONAL,C
KSU-3627,ENG,COMPULSORY,C+
KSU-3627,KIS,ALTERNATIVE,C+
KSU-3627,BIO,COMPULSORY,C+
KSU-3627,AGR,ALTERNATIVE,C+
KSU-3627,CHE,OPTIONAL,C
SEKU-3634,ENG,COMPULSORY,C+
SEKU-3634,KIS,ALTERNATIVE,C+
SEKU-3634,BIO,COMPULSORY,C+
SEKU-3634,AGR,ALTERNATIVE,C+
SEKU-3634,CHE,OPTIONAL,C
TMU-3640,ENG,COMPULSORY,C+
TMU-3640,KIS,ALTERNATIVE,C+
TMU-3640,MATH101,COMPULSORY,C+
TMU-3640,COMP067,ALTERNATIVE,C+
TMU-3640,PHY,OPTIONAL,C
TUC-3647,ENG,COMPULSORY,C+
TUC-3647,KIS,ALTERNATIVE,C+
TUC-3647,BIO,COMPULSORY,C+
TUC-3647,AGR,ALTERNATIVE,C+
TUC-3647,CHE,OPTIONAL,C
LU-3652,ENG,COMPULSORY,C+
LU-3652,KIS,ALTERNATIVE,C+
LU-3652,BIO,COMPULSORY,C+
LU-3652,AGR,ALTERNATIVE,C+
LU-3652,CHE,OPTIONAL,C
EU-3659,ENG,COMPULSORY,C+
EU-3659,KIS,ALTERNATIVE,C+
EU-3659,MATH101,COMPULSORY,C
EU-3659,GEO,OPTIONAL,C
MMUOS-3664,ENG,COMPULSORY,C+
MMUOS-3664,KIS,ALTERNATIVE,C+
MMUOS-3664,MATH101,COMPULSORY,C+
MMUOS-3664,COMP067,ALTERNATIVE,C+
MMUOS-3664,PHY,OPTIONAL,C
JOOUS-3671,ENG,COMPULSORY,C+
JOOUS-3671,KIS,ALTERNATIVE,C+
JOOUS-3671,MATH101,COMPULSORY,C+
JOOUS-3671,COMP067,ALTERNATIVE,C+
JOOUS-3671,PHY,OPTIONAL,C
KMU-3677,ENG,COMPULSORY,C+
KMU-3677,KIS,ALTERNATIVE,C+
KMU-3677,MATH101,COMPULSORY,C+
KMU-3677,COMP067,ALTERNATIVE,C+
KMU-3677,PHY,OPTIONAL,C
UOE-3683,ENG,COMPULSORY,C+
UOE-3683,KIS,ALTERNATIVE,C+
UOE-3683,MATH101,COMPULSORY,C+
UOE-3683,COMP067,ALTERNATIVE,C+
UOE-3683,PHY,OPTIONAL,C
AIU-3689,ENG,COMPULSORY,C+
AIU-3689,KIS,ALTERNATIVE,C+
AIU-3689,MATH101,COMPULSORY,C+
AIU-3689,COMP067,ALTERNATIVE,C+
AIU-3689,PHY,OPTIONAL,C
KU-3693,ENG,COMPULSORY,C+
KU-3693,KIS,ALTERNATIVE,C+
KU-3693,MATH101,COMPULSORY,C+
KU-3693,COMP067,ALTERNATIVE,C+
KU-3693,PHY,OPTIONAL,C
JKUAT-3694,ENG,COMPULSORY,C+
JKUAT-3694,KIS,ALTERNATIVE,C+
JKUAT-3694,MATH101,COMPULSORY,C+
JKUAT-3694,COMP067,ALTERNATIVE,C+
JKUAT-3694,PHY,OPTIONAL,C
RU-3695,ENG,COMPULSORY,C+
RU-3695,KIS,ALTERNATIVE,C+
RU-3695,MATH101,COMPULSORY,C
RU-3695,GEO,OPTIONAL,C
TUM-3704,ENG,COMPULSORY,C+
TUM-3704,KIS,ALTERNATIVE,C+
TUM-3704,BIO,COMPULSORY,C+
TUM-3704,AGR,ALTERNATIVE,C+
TUM-3704,CHE,OPTIONAL,C
RU-3708,ENG,COMPULSORY,C+
RU-3708,KIS,ALTERNATIVE,C+
RU-3708,HIS,ALTERNATIVE,C+
RU-3708,GEO,OPTIONAL,C
MMUOS-3709,ENG,COMPULSORY,C+
MMUOS-3709,KIS,ALTERNATIVE,C+
MMUOS-3709,HIS,ALTERNATIVE,C+
MMUOS-3709,GEO,OPTIONAL,C
KSU-3715,ENG,COMPULSORY,C+
KSU-3715,KIS,ALTERNATIVE,C+
KSU-3715,HIS,ALTERNATIVE,C+
KSU-3715,GEO,OPTIONAL,C
KSU-3715,CRE,COMPULSORY,C+
CHUKA-3718,ENG,COMPULSORY,C+
CHUKA-3718,KIS,ALTERNATIVE,C+
CHUKA-3718,HIS,ALTERNATIVE,C+
CHUKA-3718,GEO,OPTIONAL,C
CHUKA-3718,CRE,COMPULSORY,C+
KMU-3727,ENG,COMPULSORY,C+
KMU-3727,KIS,ALTERNATIVE,C+
KMU-3727,MATH101,COMPULSORY,C
KMU-3727,GEO,OPTIONAL,C
SCU-3733,ENG,COMPULSORY,C+
SCU-3733,KIS,ALTERNATIVE,C+
SCU-3733,MATH101,COMPULSORY,C
SCU-3733,GEO,OPTIONAL,C
SPU-3744,ENG,COMPULSORY,C+
SPU-3744,KIS,ALTERNATIVE,C+
SPU-3744,MATH101,COMPULSORY,C+
SPU-3744,COMP067,ALTERNATIVE,C+
SPU-3744,PHY,OPTIONAL,C
GLUOK-3749,ENG,COMPULSORY,C+
GLUOK-3749,KIS,ALTERNATIVE,C+
GLUOK-3749,HIS,ALTERNATIVE,C+
GLUOK-3749,GEO,OPTIONAL,C
PACU-3753,ENG,COMPULSORY,C+
PACU-3753,KIS,ALTERNATIVE,C+
PACU-3753,MATH101,COMPULSORY,C+
PACU-3753,BST,ALTERNATIVE,C+
SCU-3759,ENG,COMPULSORY,C+
SCU-3759,KIS,ALTERNATIVE,C+
SCU-3759,MATH101,COMPULSORY,C
SCU-3759,GEO,OPTIONAL,C
TU-3771,ENG,COMPULSORY,C+
TU-3771,KIS,ALTERNATIVE,C+
TU-3771,HIS,ALTERNATIVE,C+
TU-3771,GEO,OPTIONAL,C
PU-3777,ENG,COMPULSORY,C+
PU-3777,KIS,ALTERNATIVE,C+
PU-3777,HIS,ALTERNATIVE,C+
PU-3777,GEO,OPTIONAL,C
RU-3781,ENG,COMPULSORY,C+
RU-3781,KIS,ALTERNATIVE,C+
RU-3781,HIS,ALTERNATIVE,C+
RU-3781,GEO,OPTIONAL,C
ZU-3783,ENG,COMPULSORY,C+
ZU-3783,KIS,ALTERNATIVE,C+
ZU-3783,MATH101,COMPULSORY,C+
ZU-3783,COMP067,ALTERNATIVE,C+
ZU-3783,PHY,OPTIONAL,C
KU-3786,ENG,COMPULSORY,C+
KU-3786,KIS,ALTERNATIVE,C+
KU-3786,HIS,ALTERNATIVE,C+
KU-3786,GEO,OPTIONAL,C
RU-3791,ENG,COMPULSORY,C+
RU-3791,KIS,ALTERNATIVE,C+
RU-3791,MATH101,COMPULSORY,C
RU-3791,GEO,OPTIONAL,C
CUK-3797,ENG,COMPULSORY,C+
CUK-3797,KIS,ALTERNATIVE,C+
CUK-3797,HIS,ALTERNATIVE,C+
CUK-3797,GEO,OPTIONAL,C
RU-3807,ENG,COMPULSORY,C+
RU-3807,KIS,ALTERNATIVE,C+
RU-3807,BIO,COMPULSORY,C+
RU-3807,AGR,ALTERNATIVE,C+
RU-3807,CHE,OPTIONAL,C
MMUOS-3813,ENG,COMPULSORY,C+
MMUOS-3813,KIS,ALTERNATIVE,C+
MMUOS-3813,MATH101,COMPULSORY,C
MMUOS-3813,GEO,OPTIONAL,C
RU-3820,ENG,COMPULSORY,C+
RU-3820,KIS,ALTERNATIVE,C+
RU-3820,BIO,COMPULSORY,C+
RU-3820,AGR,ALTERNATIVE,C+
RU-3820,CHE,OPTIONAL,C
MMUOS-3826,ENG,COMPULSORY,C+
MMUOS-3826,KIS,ALTERNATIVE,C+
MMUOS-3826,MATH101,COMPULSORY,C
MMUOS-3826,GEO,OPTIONAL,C
KMU-3833,ENG,COMPULSORY,C+
KMU-3833,KIS,ALTERNATIVE,C+
KMU-3833,BIO,COMPULSORY,C+
KMU-3833,AGR,ALTERNATIVE,C+
KMU-3833,CHE,OPTIONAL,C
JKUAT-3836,ENG,COMPULSORY,C+
JKUAT-3836,KIS,ALTERNATIVE,C+
JKUAT-3836,BIO,COMPULSORY,C+
JKUAT-3836,AGR,ALTERNATIVE,C+
JKUAT-3836,CHE,OPTIONAL,C
JOOUS-3839,ENG,COMPULSORY,C+
JOOUS-3839,KIS,ALTERNATIVE,C+
JOOUS-3839,MATH101,COMPULSORY,C
JOOUS-3839,GEO,OPTIONAL,C
JOOUS-3844,ENG,COMPULSORY,C+
JOOUS-3844,KIS,ALTERNATIVE,C+
JOOUS-3844,MATH101,COMPULSORY,C+
JOOUS-3844,COMP067,ALTERNATIVE,C+
JOOUS-3844,PHY,OPTIONAL,C
JOOUS-3849,ENG,COMPULSORY,C+
JOOUS-3849,KIS,ALTERNATIVE,C+
JOOUS-3849,HIS,ALTERNATIVE,C+
JOOUS-3849,GEO,OPTIONAL,C
KU-3855,ENG,COMPULSORY,C+
KU-3855,KIS,ALTERNATIVE,C+
KU-3855,MATH101,COMPULSORY,C
KU-3855,GEO,OPTIONAL,C
UOE-3861,ENG,COMPULSORY,C+
UOE-3861,KIS,ALTERNATIVE,C+
UOE-3861,MATH101,COMPULSORY,C
UOE-3861,GEO,OPTIONAL,C
RU-3865,ENG,COMPULSORY,C+
RU-3865,KIS,ALTERNATIVE,C+
RU-3865,MATH101,COMPULSORY,C
RU-3865,GEO,OPTIONAL,C
CHUKA-3871,ENG,COMPULSORY,C+
CHUKA-3871,KIS,ALTERNATIVE,C+
CHUKA-3871,MATH101,COMPULSORY,C
CHUKA-3871,GEO,OPTIONAL,C
CUK-3877,ENG,COMPULSORY,C+
CUK-3877,KIS,ALTERNATIVE,C+
CUK-3877,MATH101,COMPULSORY,C+
CUK-3877,COMP067,ALTERNATIVE,C+
CUK-3877,PHY,OPTIONAL,C
JOOUS-3888,ENG,COMPULSORY,C+
JOOUS-3888,KIS,ALTERNATIVE,C+
JOOUS-3888,MATH101,COMPULSORY,C+
JOOUS-3888,COMP067,ALTERNATIVE,C+
JOOUS-3888,PHY,OPTIONAL,C
MMUOS-3894,ENG,COMPULSORY,C+
MMUOS-3894,KIS,ALTERNATIVE,C+
MMUOS-3894,MATH101,COMPULSORY,C+
MMUOS-3894,COMP067,ALTERNATIVE,C+
MMUOS-3894,PHY,OPTIONAL,C
KU-3895,ENG,COMPULSORY,C+
KU-3895,KIS,ALTERNATIVE,C+
KU-3895,MATH101,COMPULSORY,C+
KU-3895,COMP067,ALTERNATIVE,C+
KU-3895,PHY,OPTIONAL,C
KCA-3901,ENG,COMPULSORY,C+
KCA-3901,KIS,ALTERNATIVE,C+
KCA-3901,MATH101,COMPULSORY,C+
KCA-3901,COMP067,ALTERNATIVE,C+
KCA-3901,PHY,OPTIONAL,C
MU-3907,ENG,COMPULSORY,C+
MU-3907,KIS,ALTERNATIVE,C+
MU-3907,MATH101,COMPULSORY,C+
MU-3907,COMP067,ALTERNATIVE,C+
MU-3907,PHY,OPTIONAL,C
MMUOS-3913,ENG,COMPULSORY,C+
MMUOS-3913,KIS,ALTERNATIVE,C+
MMUOS-3913,MATH101,COMPULSORY,C
MMUOS-3913,GEO,OPTIONAL,C
CHUKA-3919,ENG,COMPULSORY,C+
CHUKA-3919,KIS,ALTERNATIVE,C+
CHUKA-3919,MATH101,COMPULSORY,C
CHUKA-3919,GEO,OPTIONAL,C
DEKUT-3931,ENG,COMPULSORY,C+
DEKUT-3931,KIS,ALTERNATIVE,C+
DEKUT-3931,MATH101,COMPULSORY,C
DEKUT-3931,GEO,OPTIONAL,C
CHUKA-3936,ENG,COMPULSORY,C+
CHUKA-3936,KIS,ALTERNATIVE,C+
CHUKA-3936,BIO,COMPULSORY,C+
CHUKA-3936,AGR,ALTERNATIVE,C+
CHUKA-3936,CHE,OPTIONAL,C
JKUAT-3941,ENG,COMPULSORY,C+
JKUAT-3941,KIS,ALTERNATIVE,C+
JKUAT-3941,MATH101,COMPULSORY,C
JKUAT-3941,GEO,OPTIONAL,C
SEKU-3945,ENG,COMPULSORY,C+
SEKU-3945,KIS,ALTERNATIVE,C+
SEKU-3945,BIO,COMPULSORY,C+
SEKU-3945,AGR,ALTERNATIVE,C+
SEKU-3945,CHE,OPTIONAL,C
KU-3948,ENG,COMPULSORY,C+
KU-3948,KIS,ALTERNATIVE,C+
KU-3948,BIO,COMPULSORY,C+
KU-3948,AGR,ALTERNATIVE,C+
KU-3948,CHE,OPTIONAL,C
MMUOS-3952,ENG,COMPULSORY,C+
MMUOS-3952,KIS,ALTERNATIVE,C+
MMUOS-3952,BIO,COMPULSORY,C+
MMUOS-3952,AGR,ALTERNATIVE,C+
MMUOS-3952,CHE,OPTIONAL,C
JKUAT-3956,ENG,COMPULSORY,C+
JKUAT-3956,KIS,ALTERNATIVE,C+
JKUAT-3956,BIO,COMPULSORY,C+
JKUAT-3956,AGR,ALTERNATIVE,C+
JKUAT-3956,CHE,OPTIONAL,C
KSU-3962,ENG,COMPULSORY,C+
KSU-3962,KIS,ALTERNATIVE,C+
KSU-3962,HIS,ALTERNATIVE,C+
KSU-3962,GEO,OPTIONAL,C
KSU-3968,ENG,COMPULSORY,C+
KSU-3968,KIS,ALTERNATIVE,C+
KSU-3968,HIS,ALTERNATIVE,C+
KSU-3968,GEO,OPTIONAL,C
KSU-3981,ENG,COMPULSORY,C+
KSU-3981,KIS,ALTERNATIVE,C+
KSU-3981,MATH101,COMPULSORY,C+
KSU-3981,COMP067,ALTERNATIVE,C+
KSU-3981,PHY,OPTIONAL,C
CHUKA-3987,ENG,COMPULSORY,C+
CHUKA-3987,KIS,ALTERNATIVE,C+
CHUKA-3987,MATH101,COMPULSORY,C+
CHUKA-3987,COMP067,ALTERNATIVE,C+
CHUKA-3987,PHY,OPTIONAL,C
MSU-3994,ENG,COMPULSORY,C+
MSU-3994,KIS,ALTERNATIVE,C+
MSU-3994,MATH101,COMPULSORY,C+
MSU-3994,COMP067,ALTERNATIVE,C+
MSU-3994,PHY,OPTIONAL,C
KSU-4001,ENG,COMPULSORY,C+
KSU-4001,KIS,ALTERNATIVE,C+
KSU-4001,MATH101,COMPULSORY,C
KSU-4001,GEO,OPTIONAL,C
TUM-4007,ENG,COMPULSORY,C+
TUM-4007,KIS,ALTERNATIVE,C+
TUM-4007,MATH101,COMPULSORY,C+
TUM-4007,PHY,COMPULSORY,C+
TUM-4007,COMP067,OPTIONAL,C
MUT-4013,ENG,COMPULSORY,C+
MUT-4013,KIS,ALTERNATIVE,C+
MUT-4013,MATH101,COMPULSORY,C+
MUT-4013,PHY,COMPULSORY,C+
MUT-4013,COMP067,OPTIONAL,C
TUM-4020,ENG,COMPULSORY,C+
TUM-4020,KIS,ALTERNATIVE,C+
TUM-4020,BIO,COMPULSORY,C+
TUM-4020,CHE,COMPULSORY,C+
TUM-4020,MATH101,ALTERNATIVE,C+
TUM-4026,ENG,COMPULSORY,C+
TUM-4026,KIS,ALTERNATIVE,C+
TUM-4026,BIO,COMPULSORY,C+
TUM-4026,AGR,ALTERNATIVE,C+
TUM-4026,CHE,OPTIONAL,C
