code,title,slug,description,qualification,career,institution,duration_years,career_code
TUK-5204,BACHELOR OF TECHNOLOGY (MEDICAL LABORATORY SCIENCE),bachelor-of-technology-medical-laboratory-science-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Medical Laboratory Science), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Medical Laboratory Science),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-152
KCA-5211,BACHELOR OF ARTS IN JOURNALISM AND DIGITAL  MEDIA,bachelor-of-arts-in-journalism-and-digital-media-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Journalism And Digital  Media, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Journalism And Digital  Media,KCA UNIVERSITY,4,CAR-101
MUT-5217,BACHELOR OF ARTS IN JOURNALISM AND DIGITAL MEDIA,bachelor-of-arts-in-journalism-and-digital-media-mut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Journalism And Digital Media, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Journalism And Digital Media,MURANG'A UNIVERSITY OF TECHNOLOGY,4,CAR-101
KCA-5222,BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,bachelor-of-science-in-public-management-kca,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Public Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Public Management,KCA UNIVERSITY,4,CAR-126
JKUAT-5228,BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),bachelor-of-science-public-management-and-development-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Public Management And Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Public Management And Development),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-126
TMU-5235,"BACHELOR OF EDUCATION (FRENCH, WITH IT)",bachelor-of-education-french-with-it-tmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (French, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Education (French, With It)",TOM MBOYA UNIVERSITY,4,CAR-101
MSU-5240,"BACHELOR OF EDUCATION (FRENCH, WITH IT)",bachelor-of-education-french-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (French, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Education (French, With It)",MASENO UNIVERSITY,4,CAR-101
MKU-5242,BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,bachelor-of-science-in-nutrition-and-dietetics-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Nutrition And Dietetics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Nutrition And Dietetics,MOUNT KENYA UNIVERSITY,4,CAR-101
DEKUT-5248,BACHELOR OF SCIENCE IN NUTRITION AND DIETETICS,bachelor-of-science-in-nutrition-and-dietetics-dekut,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Nutrition And Dietetics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Nutrition And Dietetics,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,4,CAR-101
GLUOK-5260,BACHELOR OF SCIENCE IN COMMUNITY NUTRITION AND HEALTH DEVELOPMENT,bachelor-of-science-in-community-nutrition-and-health-development-gluok,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Community Nutrition And Health Development, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Community Nutrition And Health Development,GREAT LAKES UNIVERSITY OF KISUMU,4,CAR-101
PU-5265,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),bachelor-of-science-animal-production-health-management-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Animal Production & Health Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Animal Production & Health Management),PWANI UNIVERSITY,4,CAR-165
KU-5271,BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH MANAGEMENT),bachelor-of-science-animal-production-health-management-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Animal Production & Health Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Animal Production & Health Management),KENYATTA UNIVERSITY,4,CAR-165
MMU-5278,BACHELOR OF SCIENCE (ANIMAL HEALTH & PRODUCTION),bachelor-of-science-animal-health-production-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Animal Health & Production), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Animal Health & Production),MAASAI MARA UNIVERSITY,4,CAR-165
MUST-5285,BACHELOR OF SCIENCE (ANIMAL HEALTH AND PRODUCTION),bachelor-of-science-animal-health-and-production-must,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Animal Health And Production), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Animal Health And Production),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-165
TUK-5291,BACHELOR OF TECHNOLOGY (HOTEL AND RESTAURANT MANAGEMENT),bachelor-of-technology-hotel-and-restaurant-management-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Hotel And Restaurant Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Hotel And Restaurant Management),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-137
MMU-5298,BACHELOR OF SCIENCE IN FORESTRY ECOSYSTEM MANAGEMENT,bachelor-of-science-in-forestry-ecosystem-management-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Forestry Ecosystem Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Forestry Ecosystem Management,MAASAI MARA UNIVERSITY,4,CAR-143
SEKU-5301,BACHELOR OF SCIENCE IN FORESTRY,bachelor-of-science-in-forestry-seku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Forestry, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Forestry,SOUTH EASTERN KENYA UNIVERSITY,4,CAR-143
KU-5307,BACHELOR OF PUBLIC POLICY AND ADMINISTRATION,bachelor-of-public-policy-and-administration-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Public Policy And Administration, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Public Policy And Administration,KENYATTA UNIVERSITY,4,CAR-217
UON-5317,BACHELOR OF ARTS (ANTHROPOLOGY),bachelor-of-arts-anthropology-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Anthropology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Anthropology),UNIVERSITY OF NAIROBI,4,CAR-100
TUK-5323,BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),bachelor-of-engineering-geospatial-engineering-tuk,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Geospatial Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Geospatial Engineering),THE TECHNICAL UNIVERSITY OF KENYA,5,CAR-218
UON-5330,BACHELOR OF SCIENCE (GEOSPATIAL ENGINEERING),bachelor-of-science-geospatial-engineering-uon,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Geospatial Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geospatial Engineering),UNIVERSITY OF NAIROBI,5,CAR-219
JKUAT-5337,BACHELOR OF SCIENCE (MARINE ENGINEERING),bachelor-of-science-marine-engineering-jkuat,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Marine Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Marine Engineering),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,5,CAR-220
KU-5347,BACHELOR OF ENVIRONMENTAL STUDIES AND COMMUNITY DEVELOPMENT,bachelor-of-environmental-studies-and-community-development-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Environmental Studies And Community Development, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Environmental Studies And Community Development,KENYATTA UNIVERSITY,4,CAR-101
PU-5350,BACHELOR OF ENVIRONMENTAL STUDIES (COMMUNITY DEVELOPMENT),bachelor-of-environmental-studies-community-development-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Environmental Studies (Community Development), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Environmental Studies (Community Development),PWANI UNIVERSITY,4,CAR-101
UOE-5356,BACHELOR OF ENVIRONMENTAL STUDIES (ARTS),bachelor-of-environmental-studies-arts-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Environmental Studies (Arts), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Environmental Studies (Arts),UNIVERSITY OF ELDORET,4,CAR-143
UOE-5367,BACHELOR OF SCIENCE IN ENTOMOLOGY AND PARASITOLOGY,bachelor-of-science-in-entomology-and-parasitology-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Entomology And Parasitology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Entomology And Parasitology,UNIVERSITY OF ELDORET,4,CAR-101
JKUAT-5368,BACHELOR OF SCIENCE (CROP PROTECTION),bachelor-of-science-crop-protection-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Crop Protection), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Crop Protection),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-221
TUK-5371,BACHELOR OF TECHNOLOGY (INDUSTRIAL AND APPLIED CHEMISTRY),bachelor-of-technology-industrial-and-applied-chemistry-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Industrial And Applied Chemistry), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Industrial And Applied Chemistry),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-105
MU-5377,BACHELOR OF SCIENCE (STRATEGIC MANAGEMENT),bachelor-of-science-strategic-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Strategic Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Strategic Management),MOI UNIVERSITY,4,CAR-126
KU-5383,BACHELOR OF EDUCATION (ARTS) FINE ART,bachelor-of-education-arts-fine-art-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Arts) Fine Art, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Arts) Fine Art,KENYATTA UNIVERSITY,4,CAR-128
MUST-5390,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,bachelor-of-science-in-medical-microbiology-must,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Medical Microbiology, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Medical Microbiology,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,4,CAR-107
JKUAT-5395,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),bachelor-of-science-medical-microbiology-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Medical Microbiology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Medical Microbiology),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-107
MSU-5402,"BACHELOR OF ARTS IN DESIGN (INTERIOR DESIGN, WITH IT)",bachelor-of-arts-in-design-interior-design-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Design (Interior Design, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Design (Interior Design, With It)",MASENO UNIVERSITY,4,CAR-101
UON-5409,BACHELOR OF ARTS INTERIOR DESIGN,bachelor-of-arts-interior-design-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts Interior Design, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Terior Design,UNIVERSITY OF NAIROBI,4,CAR-100
JKUAT-5416,BACHELOR OF SCIENCE (LAND RESOURCE PLANNING & MANAGEMENT),bachelor-of-science-land-resource-planning-management-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Land Resource Planning & Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Land Resource Planning & Management),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-126
UON-5422,BACHELOR OF SCIENCE (MICROPROCESSOR TECHNOLOGY AND INSTRUMENTATION),bachelor-of-science-microprocessor-technology-and-instrumentation-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Microprocessor Technology And Instrumentation), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Microprocessor Technology And Instrumentation),UNIVERSITY OF NAIROBI,4,CAR-222
JKUAT-5428,BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),bachelor-of-science-industrial-mathematics-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Industrial Mathematics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Industrial Mathematics),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-106
JKUAT-5434,BACHELOR OF SCIENCE (GEOPHYSICS),bachelor-of-science-geophysics-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Geophysics), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Geophysics),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-171
LU-5440,BACHELOR OF SPORTS SCIENCE & MANAGEMENT,bachelor-of-sports-science-management-lu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Sports Science & Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sports Science & Management,LAIKIPIA UNIVERSITY,4,CAR-126
MU-5443,BACHELOR OF SPORTS MANAGEMENT,bachelor-of-sports-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Sports Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Sports Management,MOI UNIVERSITY,4,CAR-126
LU-5456,BACHELOR OF ARTS (ENGLISH & COMMUNICATION),bachelor-of-arts-english-communication-lu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (English & Communication), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (English & Communication),LAIKIPIA UNIVERSITY,4,CAR-100
MKU-5462,BACHELOR OF SCIENCE IN FINANCE AND STATISTICS,bachelor-of-science-in-finance-and-statistics-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Finance And Statistics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Finance And Statistics,MOUNT KENYA UNIVERSITY,4,CAR-189
MSU-5468,"BACHELOR OF ARTS (URBAN AND REGIONAL PLANNING, WITH IT)",bachelor-of-arts-urban-and-regional-planning-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Urban And Regional Planning, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in (Urban And Regional Planning, With It)",MASENO UNIVERSITY,4,CAR-101
UON-5474,BACHELOR OF CONSTRUCTION MANAGEMENT,bachelor-of-construction-management-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Construction Management, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Construction Management,UNIVERSITY OF NAIROBI,4,CAR-126
JKUAT-5481,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),bachelor-of-science-food-science-and-nutrition-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Food Science And Nutrition), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Food Science And Nutrition),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-101
UOE-5487,BACHELOR OF SCIENCE (FOOD SCIENCE & NUTRITION),bachelor-of-science-food-science-nutrition-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Food Science & Nutrition), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Food Science & Nutrition),UNIVERSITY OF ELDORET,4,CAR-101
JKUAT-5492,BACHELOR OF SCIENCE (TELECOMMUNICATION AND INFORMATION ENGINEERING),bachelor-of-science-telecommunication-and-information-engineering-jkuat,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Science (Telecommunication And Information Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Telecommunication And Information Engineering),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,5,CAR-223
PU-5499,BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),bachelor-of-science-telecommunication-inform-tech-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Telecommunication & Inform. Tech), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Telecommunication & Inform. Tech),PWANI UNIVERSITY,4,CAR-224
KU-5505,BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH),bachelor-of-science-telecommunication-inform-tech-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Telecommunication & Inform. Tech), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Telecommunication & Inform. Tech),KENYATTA UNIVERSITY,4,CAR-224
LU-5518,BACHELOR OF ARTS (PEACE EDUCATION),bachelor-of-arts-peace-education-lu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts (Peace Education), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Peace Education),LAIKIPIA UNIVERSITY,4,CAR-128
MKU-5531,BACHELOR OF FILM AND ANIMATION STUDIES,bachelor-of-film-and-animation-studies-mku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Film And Animation Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Film And Animation Studies,MOUNT KENYA UNIVERSITY,4,CAR-141
MSU-5537,BACHELOR OF SCIENCE (INFORMATION SYSTEMS),bachelor-of-science-information-systems-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Information Systems), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Information Systems),MASENO UNIVERSITY,4,CAR-101
ZU-5543,BACHELOR OF JOURNALISM,bachelor-of-journalism-zu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Journalism, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Journalism,ZETECH UNIVERSITY,4,CAR-142
JKUAT-5546,BACHELOR OF JOURNALISM,bachelor-of-journalism-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Journalism, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Journalism,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-142
JKUAT-5550,BACHELOR OF SCIENCE (ENVIRONMENTAL HORTICULTURE & LANDSCAPING TECHNOLOGY),bachelor-of-science-environmental-horticulture-landscaping-technology-jkuat,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Environmental Horticulture & Landscaping Technology), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Environmental Horticulture & Landscaping Technology),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,4,CAR-143
UOE-5556,BACHELOR OF SCIENCE IN APPLIED ANIMAL LABORATORY SCIENCE,bachelor-of-science-in-applied-animal-laboratory-science-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Applied Animal Laboratory Science, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Applied Animal Laboratory Science,UNIVERSITY OF ELDORET,4,CAR-165
MMU-5557,"BACHELOR OF ARTS IN LITERATURE, THEATRE AND FILM",bachelor-of-arts-in-literature-theatre-and-film-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Literature, Theatre And Film, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Literature, Theatre And Film",MAASAI MARA UNIVERSITY,4,CAR-101
TUK-5568,BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONIC ENGINEERING),bachelor-of-engineering-electrical-and-electronic-engineering-tuk,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Electrical And Electronic Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Electrical And Electronic Engineering),THE TECHNICAL UNIVERSITY OF KENYA,5,CAR-111
MU-5575,BACHELOR OF ENGINEERING (ELECTRICAL AND ELECTRONICS ENGINEERING),bachelor-of-engineering-electrical-and-electronics-engineering-mu,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Electrical And Electronics Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Electrical And Electronics Engineering),MOI UNIVERSITY,5,CAR-111
MU-5599,BACHELOR OF EDUCATION (GUIDANCE AND COUNSELLING),bachelor-of-education-guidance-and-counselling-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Guidance And Counselling), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Guidance And Counselling),MOI UNIVERSITY,4,CAR-128
MMU-5600,BACHELOR OF EDUCATION (ARTS) WITH GUIDANCE AND COUNSELLING,bachelor-of-education-arts-with-guidance-and-counselling-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Arts) With Guidance And Counselling, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Arts) With Guidance And Counselling,MAASAI MARA UNIVERSITY,4,CAR-101
PU-5607,BACHELOR OF ARTS IN CHILDCARE AND PROTECTION,bachelor-of-arts-in-childcare-and-protection-pu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Childcare And Protection, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Childcare And Protection,PWANI UNIVERSITY,4,CAR-100
TU-5612,BACHELOR OF ARTS IN CHILD AND YOUTH STUDIES,bachelor-of-arts-in-child-and-youth-studies-tu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Child And Youth Studies, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Child And Youth Studies,TANGAZA UNIVERSITY,4,CAR-100
MU-5618,BACHELOR OF  FINANCIAL ECONOMICS,bachelor-of-financial-economics-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of  Financial Economics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Financial Economics,MOI UNIVERSITY,4,CAR-132
MMU-5625,BACHELOR OF SCIENCE IN FINANCIAL ECONOMICS,bachelor-of-science-in-financial-economics-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science In Financial Economics, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Financial Economics,MAASAI MARA UNIVERSITY,4,CAR-132
AU-5630,BACHELOR OF SCIENCE (PUBLIC HEALTH),bachelor-of-science-public-health-au,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Public Health), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Public Health),ALUPE UNIVERSITY,4,CAR-146
SEKU-5634,BACHELOR OF SCIENCE (POPULATION HEALTH),bachelor-of-science-population-health-seku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Population Health), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Population Health),SOUTH EASTERN KENYA UNIVERSITY,4,CAR-146
KU-5638,BACHELOR OF EDUCATION (ARTS) MUSIC,bachelor-of-education-arts-music-ku,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Arts) Music, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Arts) Music,KENYATTA UNIVERSITY,4,CAR-128
MSU-5645,"BACHELOR OF EDUCATION (MUSIC, WITH IT)",bachelor-of-education-music-with-it-msu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Music, With It), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,"Expert in Education (Music, With It)",MASENO UNIVERSITY,4,CAR-101
MU-5652,BACHELOR OF BUSINESS MANAGEMENT (CIVIL AVIATION MANAGEMENT),bachelor-of-business-management-civil-aviation-management-mu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Business Management (Civil Aviation Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Business Management (Civil Aviation Management),MOI UNIVERSITY,4,CAR-110
TUK-5658,BACHELOR OF ENGINEERING (AERONAUTICAL ENGINEERING),bachelor-of-engineering-aeronautical-engineering-tuk,"A rigorous 5-year program leading to a degree qualification in Bachelor Of Engineering (Aeronautical Engineering), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Engineering (Aeronautical Engineering),THE TECHNICAL UNIVERSITY OF KENYA,5,CAR-228
UON-5665,BACHELOR OF REAL ESTATE,bachelor-of-real-estate-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Real Estate, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Real Estate,UNIVERSITY OF NAIROBI,4,CAR-229
TUK-5679,BACHELOR OF TECHNOLOGY (PROPERTY MANAGEMENT AND REAL ESTATE),bachelor-of-technology-property-management-and-real-estate-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Technology (Property Management And Real Estate), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Technology (Property Management And Real Estate),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-126
UON-5686,BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),bachelor-of-education-physical-education-and-sports-uon,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Education (Physical Education And Sports), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Education (Physical Education And Sports),UNIVERSITY OF NAIROBI,4,CAR-128
UOE-5692,BACHELOR OF SCIENCE (SOILS & LAND USE MANAGEMENT),bachelor-of-science-soils-land-use-management-uoe,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Soils & Land Use Management), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Soils & Land Use Management),UNIVERSITY OF ELDORET,4,CAR-126
TUK-5693,BACHELOR OF SCIENCE (LAND ADMINISTRATION),bachelor-of-science-land-administration-tuk,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Science (Land Administration), designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in (Land Administration),THE TECHNICAL UNIVERSITY OF KENYA,4,CAR-231
MMU-5700,BACHELOR OF ARTS IN LANGUAGE AND COMMUNICATION,bachelor-of-arts-in-language-and-communication-mmu,"A rigorous 4-year program leading to a degree qualification in Bachelor Of Arts In Language And Communication, designed to equip students with practical skills and competency requirements for global marketplace roles.",DEGREE,Expert in Language And Communication,MAASAI MARA UNIVERSITY,4,CAR-100
